student number: ,Age: 18,Gender: 1
Trial No,Trial Type,Top Word,Bottom Word,Response,RT,Correct,Arrow(1:L 2:R),Arrow Pos(1:T 2:B),
1,Practice,matchbook,informal,1,707,1,1,1
2,Practice,informal,matchbook,1,856,1,1,2
3,Practice,informal,matchbook,2,542,1,2,2
4,Practice,informal,matchbook,1,442,1,1,2
5,Practice,informal,matchbook,2,481,1,2,1
6,Practice,matchbook,informal,1,567,0,2,1
7,Practice,matchbook,informal,2,745,1,2,2
8,Practice,matchbook,informal,1,588,1,1,1
9,Practice,aluminium,banner,1,494,1,1,1
10,Practice,aluminium,banner,1,531,1,1,2
11,Practice,banner,aluminium,1,839,1,1,1
12,Practice,banner,aluminium,2,670,1,2,2
13,Practice,banner,aluminium,1,780,1,1,2
14,Practice,aluminium,banner,2,558,1,2,2
15,Practice,aluminium,banner,2,481,1,2,1
16,Practice,banner,aluminium,2,495,1,2,1
17,Practice,contrast,edition,1,492,1,1,2
18,Practice,edition,contrast,1,418,1,1,2
19,Practice,contrast,edition,1,490,1,1,1
20,Practice,contrast,edition,2,423,1,2,1
21,Practice,edition,contrast,1,431,0,2,2
22,Practice,edition,contrast,2,488,1,2,1
23,Practice,edition,contrast,1,509,1,1,1
24,Practice,contrast,edition,2,466,1,2,2
25,Practice,logistics,diagonal,1,480,1,1,1
26,Practice,diagonal,logistics,2,494,1,2,1
27,Practice,logistics,diagonal,2,443,1,2,1
28,Practice,diagonal,logistics,2,371,1,2,2
29,Practice,diagonal,logistics,1,453,1,1,2
30,Practice,logistics,diagonal,2,380,1,2,2
31,Practice,diagonal,logistics,1,422,1,1,2
32,Practice,logistics,diagonal,1,462,1,1,1
33,Practice,infuser,multitude,1,469,1,1,2
34,Practice,multitude,infuser,2,715,1,2,2
35,Practice,infuser,multitude,1,536,1,1,1
36,Practice,multitude,infuser,1,483,1,1,1
37,Practice,multitude,infuser,2,393,1,2,1
38,Practice,infuser,multitude,2,458,1,2,2
39,Practice,multitude,infuser,1,809,1,1,2
40,Practice,infuser,multitude,2,682,1,2,1
41,Practice,limestone,numerical,2,583,1,2,1
42,Practice,limestone,numerical,1,553,1,1,1
43,Practice,limestone,numerical,1,699,1,1,2
44,Practice,numerical,limestone,1,592,1,1,2
45,Practice,numerical,limestone,2,465,1,2,1
46,Practice,numerical,limestone,2,456,1,2,2
47,Practice,numerical,limestone,2,399,1,2,2
48,Practice,limestone,numerical,1,480,1,1,1
49,Practice,geometric,indicate,2,406,1,2,1
50,Practice,geometric,indicate,2,415,1,2,2
51,Practice,geometric,indicate,1,543,1,1,2
52,Practice,indicate,geometric,2,379,1,2,1
53,Practice,geometric,indicate,2,373,0,1,2
