student number: ,Age: 18,Gender: 1
Trial No,Trial Type,Top Word,Bottom Word,Response,RT,Correct,Arrow(1:L 2:R),Arrow Pos(1:T 2:B),
1,Main,mile,bury,1,805,1,1,1
2,Main,triangle,betrayal,1,445,1,1,1
3,Main,tracks,crisis,1,413,1,1,2
4,Main,repulsive,reviewing,2,1133,1,2,1
5,Main,success,section,2,368,1,2,2
6,Main,murder,except,1,426,1,1,2
7,Main,kindness,appetite,1,410,1,1,2
8,Main,repulsive,reviewing,2,283,0,1,2
9,Main,grave,taxi,1,209,0,2,1
10,Main,kindness,appetite,1,74,1,1,1
11,Main,dishonesty,deductions,2,1,0,1,1
12,Main,conductor,criticism,1,82,1,1,2
13,Main,summit,riches,1,88,0,2,2
14,Main,machines,laughter,1,53,1,1,1
15,Main,criticism,conductor,2,13,0,1,1
16,Main,appetite,kindness,1,78,0,2,2
17,Main,skull,broad,1,68,1,1,2
18,Main,dead,room,2,51,1,2,1
19,Main,watches,miracle,1,82,1,1,2
20,Main,dead,room,2,0,0,1,1
21,Main,sentences,rejection,1,105,0,2,1
22,Main,setting,victory,2,110,0,1,1
23,Main,miracle,watches,2,132,1,2,2
24,Main,setting,victory,1,80,1,1,2
25,Main,cheer,title,1,158,1,1,1
26,Main,title,cheer,1,82,1,1,1
27,Main,conductor,criticism,1,88,1,1,1
28,Main,riches,summit,1,88,1,1,1
29,Main,paged,cramp,1,24,1,1,2
30,Main,laughter,machines,2,16,1,2,1
31,Main,dead,room,1,137,0,2,2
32,Main,watches,miracle,1,109,0,2,2
33,Main,crisis,tracks,1,106,0,2,2
34,Main,equivalent,excellence,1,106,0,2,1
35,Main,conductor,criticism,2,121,1,2,2
36,Main,tracks,crisis,2,101,1,2,1
37,Main,killed,having,2,115,1,2,1
38,Main,success,section,2,115,0,1,2
39,Main,rejection,sentences,2,26,1,2,2
40,Main,laughter,machines,2,42,0,1,2
41,Main,room,dead,2,138,0,1,1
42,Main,coffin,phrase,1,118,1,1,2
43,Main,sentences,rejection,1,115,0,2,2
44,Main,section,success,2,96,1,2,2
45,Main,watches,miracle,1,13,1,1,1
46,Main,victory,setting,2,151,1,2,2
47,Main,cramp,paged,1,10,1,1,1
48,Main,excellence,equivalent,2,59,1,2,1
49,Main,branch,corpse,1,42,1,1,2
50,Main,coffin,phrase,2,130,1,2,1
51,Main,equivalent,excellence,1,111,0,2,2
52,Main,vomit,topic,2,108,0,1,1
53,Main,miracle,watches,1,129,1,1,1
54,Main,success,section,2,13,0,1,1
55,Main,triangle,betrayal,2,55,1,2,1
56,Main,bury,mile,2,102,1,2,2
57,Main,having,killed,2,91,0,1,2
58,Main,branch,corpse,2,337,0,1,1
59,Main,skull,broad,2,5,1,2,1
60,Main,riches,summit,2,726,1,2,1
61,Main,reviewing,repulsive,2,138,0,1,1
62,Main,rejection,sentences,2,2477,1,2,1
63,Main,dishonesty,deductions,2,177,1,2,1
64,Main,triangle,betrayal,2,100,1,2,2
65,Main,sentences,rejection,2,65,0,1,2
66,Main,watches,miracle,2,168,1,2,1
67,Main,paged,cramp,2,299,1,2,2
68,Main,having,killed,2,8,1,2,1
69,Main,cheer,title,2,9,0,1,2
70,Main,coffin,phrase,2,67,0,1,1
71,Main,crisis,tracks,2,105,1,2,1
72,Main,repulsive,reviewing,2,46,0,1,1
73,Main,kindness,appetite,2,78,1,2,2
74,Main,broad,skull,2,29,0,1,1
75,Main,sentences,rejection,2,125,0,1,1
76,Main,laughter,machines,2,122,0,1,1
77,Main,corpse,branch,2,118,0,1,2
78,Main,topic,vomit,2,771,1,2,1
79,Main,crisis,tracks,2,101,0,1,1
