student number: ,Age: 18,Gender: 1
Trial No,Trial Type,Top Word,Bottom Word,Response,RT,Correct,Arrow(1:L 2:R),Arrow Pos(1:T 2:B),
1,Practice,logistics,diagonal,2,1134,1,2,1
2,Practice,diagonal,logistics,1,675,1,1,1
3,Practice,rectangular,subsequent,2,586,1,2,1
4,Practice,subsequent,rectangular,1,589,1,1,1
5,Practice,checkers,keyboard,1,464,1,1,1
6,Practice,keyboard,checkers,1,991,1,1,2
7,Practice,scoop,seat,2,4386,1,2,2
8,Practice,seat,scoop,2,1661,1,2,1
9,Practice,midst,adobe,2,789,1,2,2
10,Practice,adobe,midst,1,775,1,1,2
11,Practice,flatten,linear,1,595,1,1,2
12,Practice,linear,flatten,1,645,1,1,2
13,Practice,input,localized,2,758,1,2,2
14,Practice,localized,input,1,9466,1,1,1
15,Practice,numerical,limestone,2,569,1,2,2
16,Practice,limestone,numerical,1,509,1,1,2
17,Practice,aluminium,banner,1,491,1,1,2
18,Practice,banner,aluminium,2,505,1,2,1
19,Practice,ten,marksman,2,535,1,2,1
20,Practice,marksman,ten,1,492,1,1,1
21,Practice,matchbook,informal,2,507,1,2,1
22,Practice,informal,matchbook,2,825,1,2,2
23,Practice,contrast,edition,2,770,1,2,1
24,Practice,edition,contrast,1,733,1,1,2
25,Practice,washer,collar,2,562,1,2,2
26,Practice,collar,washer,1,470,1,1,1
27,Practice,infuser,multitude,1,501,1,1,1
28,Practice,multitude,infuser,1,451,1,1,2
29,Practice,indicate,geometric,2,627,1,2,2
30,Practice,geometric,indicate,2,605,1,2,1
1,Main,laughter,machines,1,479,1,1,2
2,Main,phrase,coffin,2,439,1,2,1
3,Main,killed,having,2,559,1,2,1
4,Main,reviewing,repulsive,1,467,1,1,2
5,Main,machines,laughter,2,411,1,2,2
6,Main,triangle,betrayal,2,493,1,2,2
7,Main,reviewing,repulsive,2,523,1,2,2
