student number: ,Age: 18,Gender: 1
Trial No,Trial Type,Top Word,Bottom Word,Response,RT,Correct,Arrow(1:L 2:R),Arrow Pos(1:T 2:B),
1,Practice,input,localized,1,382,1,1,2
2,Practice,marksman,ten,1,496,1,1,2
3,Practice,scoop,seat,1,589,1,1,1
4,Practice,limestone,numerical,2,431,1,2,2
5,Practice,flatten,linear,1,495,1,1,2
6,Practice,edition,contrast,2,460,1,2,2
7,Practice,seat,scoop,2,587,1,2,2
8,Practice,contrast,edition,1,596,1,1,2
9,Practice,indicate,geometric,1,470,1,1,2
10,Practice,adobe,midst,1,604,1,1,2
11,Practice,keyboard,checkers,1,588,1,1,2
12,Practice,linear,flatten,1,502,1,1,1
13,Practice,logistics,diagonal,2,611,1,2,1
14,Practice,rectangular,subsequent,1,403,1,1,1
15,Practice,localized,input,2,636,1,2,2
16,Practice,informal,matchbook,2,452,1,2,1
17,Practice,collar,washer,2,466,1,2,2
18,Practice,infuser,multitude,1,496,1,1,1
19,Practice,ten,marksman,2,534,1,2,1
20,Practice,checkers,keyboard,2,417,1,2,1
21,Practice,banner,aluminium,2,385,1,2,1
22,Practice,geometric,indicate,2,451,1,2,1
23,Practice,washer,collar,2,754,1,2,1
24,Practice,midst,adobe,2,476,1,2,2
25,Practice,multitude,infuser,1,426,1,1,1
26,Practice,diagonal,logistics,1,418,1,1,1
27,Practice,numerical,limestone,2,467,1,2,2
28,Practice,matchbook,informal,1,577,1,1,1
29,Practice,subsequent,rectangular,1,467,1,1,2
30,Practice,aluminium,banner,2,465,1,2,1
1,Main,repulsive,reviewing,1,441,1,1,1
2,Main,kindness,appetite,2,465,1,2,2
3,Main,section,success,2,448,1,2,2
4,Main,topic,vomit,2,495,1,2,1
5,Main,room,dead,1,404,1,1,1
6,Main,excellence,equivalent,1,557,1,1,2
7,Main,cheer,title,2,552,1,2,1
8,Main,crisis,tracks,1,547,1,1,1
9,Main,title,cheer,1,438,1,1,2
10,Main,dishonesty,deductions,2,414,1,2,2
